Country	StockCode	Description	Sum of Revenue	TopValue
Unspecified	21586	KINGS CHOICE GIANT TUBE MATCHES	2.55	0
Unspecified	21588	RETROSPOT GIANT TUBE MATCHES	2.55	0
Unspecified	22197	POPCORN HOLDER	2.55	0
Unspecified	22276	WASH BAG VINTAGE ROSE PAISLEY	2.55	0
Unspecified	84347	ROTATING SILVER ANGELS T-LIGHT HLDR	2.55	0
Unspecified	22435	SET OF 9 HEART SHAPED BALLOONS	2.5	0
Unspecified	22733	3D TRADITIONAL CHRISTMAS STICKERS	2.5	0
Unspecified	23210	WHITE ROCKING HORSE HAND PAINTED	2.5	0
Unspecified	84836	ZINC METAL HEART DECORATION	2.5	0
Unspecified	85019B	BLOSSOM  IMAGES NOTEBOOK SET	2.5	0
Unspecified	22703	PINK CAT BOWL	2.1	0
Unspecified	22747	POPPY'S PLAYHOUSE BATHROOM	2.1	0
Unspecified	22902	TOTE BAG I LOVE LONDON	2.1	0
Unspecified	47599A	PINK PARTY BAGS	2.1	0
Unspecified	47599B	BLUE PARTY BAGS	2.1	0
Unspecified	82600	NO SINGING METAL SIGN	2.1	0
Unspecified	20712	JUMBO BAG WOODLAND ANIMALS	2.08	0
Unspecified	21033	JUMBO BAG CHARLIE AND LOLA TOYS	2.08	0
Unspecified	21931	JUMBO STORAGE BAG SUKI	2.08	0
Unspecified	22411	JUMBO SHOPPER VINTAGE RED PAISLEY	2.08	0
Unspecified	23158	SET OF 5 LUCKY CAT MAGNETS	2.08	0
Unspecified	23202	JUMBO BAG VINTAGE LEAF	2.08	0
Unspecified	23241	TREASURE TIN GYMKHANA DESIGN	2.08	0
Unspecified	23242	TREASURE TIN BUFFALO BILL	2.08	0
Unspecified	23335	EGG FRYING PAN IVORY	2.08	0
Unspecified	23336	EGG FRYING PAN PINK	2.08	0
Unspecified	23338	EGG FRYING PAN RED	2.08	0
Unspecified	23343	JUMBO BAG VINTAGE CHRISTMAS	2.08	0
Unspecified	20886	BOX OF 9 PEBBLE CANDLES	1.95	0
Unspecified	35968	FOLK ART METAL HEART T-LIGHT HOLDER	1.9	0
Unspecified	84559A	3D SHEET OF DOG STICKERS	1.7	0
Unspecified	22535	MAGIC DRAWING SLATE BUNNIES	1.68	0
Unspecified	21329	DINOSAURS  WRITING SET	1.65	0
Unspecified	23188	VINTAGE  2 METER FOLDING RULER	1.65	0
Unspecified	23192	BUNDLE OF 3 ALPHABET EXERCISE BOOKS	1.65	0
Unspecified	23208	LUNCH BAG VINTAGE LEAF DESIGN	1.65	0
Unspecified	84050	PINK HEART SHAPE EGG FRYING PAN	1.65	0
Unspecified	84549	CROCHET WHITE RABBIT KEYRING	1.65	0
Unspecified	22291	HANGING CHICK CREAM DECORATION	1.45	0
Unspecified	23196	VINTAGE LEAF MAGNETIC NOTEPAD	1.45	0
Unspecified	23268	SET OF 2 CERAMIC CHRISTMAS REINDEER	1.45	0
Unspecified	22544	MINI JIGSAW SPACEBOY	1.26	0
Unspecified	21992	VINTAGE PAISLEY STATIONERY SET	1.25	0
Unspecified	22315	200 RED + WHITE BENDY STRAWS	1.25	0
Unspecified	22732	3D VINTAGE CHRISTMAS STICKERS	1.25	0
Unspecified	23124	18PC WOODEN CUTLERY SET DISPOSABLE	1.25	0
Unspecified	23211	RED ROCKING HORSE HAND PAINTED	1.25	0
Unspecified	35646	VINTAGE BEAD PINK EVENING BAG	1.25	0
Unspecified	47559B	TEA TIME OVEN GLOVE	1.25	0
Unspecified	47563A	RETRO LONGBOARD IRONING BOARD COVER	1.25	0
Unspecified	85049A	TRADITIONAL CHRISTMAS RIBBONS	1.25	0
Unspecified	21975	PACK OF 60 DINOSAUR CAKE CASES	1.1	0
Unspecified	22951	60 CAKE CASES DOLLY GIRL DESIGN	1.1	0
Unspecified	23307	SET OF 60 PANTRY DESIGN CAKE CASES	1.1	0
Unspecified	22260	FELT EGG COSY BLUE RABBIT	0.85	0
Unspecified	22262	FELT EGG COSY CHICKEN	0.85	0
Unspecified	84559B	3D SHEET OF CAT STICKERS	0.85	0
Unspecified	84821	DANISH ROSE DELUXE COASTER	0.85	0
Unspecified	22530	MAGIC DRAWING SLATE DOLLY GIRL	0.84	0
Unspecified	22532	MAGIC DRAWING SLATE LEAP FROG	0.84	0
Unspecified	22533	MAGIC DRAWING SLATE BAKE A CAKE	0.84	0
Unspecified	22534	MAGIC DRAWING SLATE SPACEBOY	0.84	0
Unspecified	22536	MAGIC DRAWING SLATE PURDEY	0.84	0
Unspecified	22537	MAGIC DRAWING SLATE DINOSAUR	0.84	0
Unspecified	22539	MINI JIGSAW DOLLY GIRL	0.84	0
Unspecified	22543	MINI JIGSAW BAKE A CAKE	0.84	0
Unspecified	47343A	FUSCHIA FLOWER PURSE WITH BEADS	0.83	0
Unspecified	47574A	ENGLISH ROSE SCENTED HANGING FLOWER	0.75	0
Unspecified	22396	MAGNETS PACK OF 4 RETRO PHOTO	0.39	0
Unspecified	47348A	FUSCHIA VOILE POINTY SHOE DEC	0.39	0
Unspecified	79063C	"RETRO PILL BOX KEY CHAIN,THE KING"	0.19	0
United Kingdom	DOT	DOTCOM POSTAGE	186376.08	1
United Kingdom	22423	REGENCY CAKESTAND 3 TIER	137735.07	0
United Kingdom	85123A	WHITE HANGING HEART T-LIGHT HOLDER	98580.75	0
United Kingdom	47566	PARTY BUNTING	92819.25	0
United Kingdom	85099B	JUMBO BAG RED RETROSPOT	84410.84	0
United Kingdom	23166	MEDIUM CERAMIC TOP STORAGE JAR	80372.84	0
United Kingdom	22086	PAPER CHAIN KIT 50'S CHRISTMAS	55889.53	0
United Kingdom	84879	ASSORTED COLOUR BIRD ORNAMENT	52594.05	0
United Kingdom	79321	CHILLI LIGHTS	50696.82	0
United Kingdom	22502	PICNIC BASKET WICKER 60 PIECES	39619.5	0
United Kingdom	22386	JUMBO BAG PINK POLKADOT	37686.68	0
United Kingdom	23298	SPOTTY BUNTING	36452.77	0
United Kingdom	23284	DOORMAT KEEP CALM AND COME IN	35578.37	0
United Kingdom	M	Manual	34854.6	0
United Kingdom	21137	BLACK RECORD COVER FRAME	33859.74	0
United Kingdom	82484	WOOD BLACK BOARD ANT WHITE FINISH	32781.39	0
United Kingdom	23084	RABBIT NIGHT LIGHT	31870.69	0
United Kingdom	22469	HEART OF WICKER SMALL	31095.07	0
United Kingdom	22178	VICTORIAN GLASS HANGING T-LIGHT	30436.91	0
United Kingdom	85099F	JUMBO BAG STRAWBERRY	30406.04	0
United Kingdom	22470	HEART OF WICKER LARGE	29588.86	0
United Kingdom	22720	SET OF 3 CAKE TINS PANTRY DESIGN	29046.79	0
United Kingdom	21931	JUMBO STORAGE BAG SUKI	28617.59	0
United Kingdom	22114	HOT WATER BOTTLE TEA AND SYMPATHY	28549.29	0
United Kingdom	20725	LUNCH BAG RED RETROSPOT	28280.86	0
United Kingdom	22910	PAPER CHAIN KIT VINTAGE CHRISTMAS	28178.58	0
United Kingdom	22960	JAM MAKING SET WITH JARS	27983.1	0
United Kingdom	22197	POPCORN HOLDER	27439.12	0
United Kingdom	22112	CHOCOLATE HOT WATER BOTTLE	27362.09	0
United Kingdom	85099C	JUMBO  BAG BAROQUE BLACK WHITE	26248.85	0
United Kingdom	22411	JUMBO SHOPPER VINTAGE RED PAISLEY	26070.43	0
United Kingdom	23199	JUMBO BAG APPLES	26001.17	0
United Kingdom	22355	CHARLOTTE BAG SUKI DESIGN	25390.08	0
United Kingdom	21175	GIN + TONIC DIET METAL SIGN	24987.33	0
United Kingdom	22457	NATURAL SLATE HEART CHALKBOARD	24454.5	0
United Kingdom	23201	JUMBO BAG ALPHABET	24199.93	0
United Kingdom	23355	HOT WATER BOTTLE KEEP CALM	24069.72	0
United Kingdom	21621	VINTAGE UNION JACK BUNTING	23812.2	0
United Kingdom	48138	DOORMAT UNION FLAG	23514.86	0
United Kingdom	20685	DOORMAT RED RETROSPOT	23446.68	0
United Kingdom	22699	ROSES REGENCY TEACUP AND SAUCER	23413.59	0
United Kingdom	48185	DOORMAT FAIRY CAKE	23022.11	0
United Kingdom	84347	ROTATING SILVER ANGELS T-LIGHT HLDR	22799.6	0
United Kingdom	22727	ALARM CLOCK BAKELIKE RED	22762.47	0
United Kingdom	48187	DOORMAT NEW ENGLAND	22619.89	0
United Kingdom	22726	ALARM CLOCK BAKELIKE GREEN	22593.05	0
United Kingdom	21623	VINTAGE UNION JACK MEMOBOARD	22302.34	0
United Kingdom	21181	PLEASE ONE PERSON METAL SIGN	22184.36	0
United Kingdom	82482	WOODEN PICTURE FRAME WHITE FINISH	21918.27	0
United Kingdom	22189	CREAM HEART CARD HOLDER	21616.04	0
United Kingdom	21733	RED HANGING HEART T-LIGHT HOLDER	21236	0
United Kingdom	23245	SET OF 3 REGENCY CAKE TINS	21191.76	0
United Kingdom	48194	DOORMAT HEARTS	21092.71	0
United Kingdom	23203	JUMBO BAG VINTAGE DOILY	20907.02	0
United Kingdom	15056N	EDWARDIAN PARASOL NATURAL	20791.08	0
United Kingdom	21929	JUMBO BAG PINK VINTAGE PAISLEY	20778.79	0
United Kingdom	22111	SCOTTIE DOG HOT WATER BOTTLE	20721.28	0
United Kingdom	22666	RECIPE BOX PANTRY YELLOW DESIGN	20549.06	0
United Kingdom	21915	RED  HARMONICA IN BOX	20351.68	0
United Kingdom	23173	REGENCY TEAPOT ROSES	20302.72	0
United Kingdom	85066	CREAM SWEETHEART MINI CHEST	20284.56	0
United Kingdom	82494L	WOODEN FRAME ANTIQUE WHITE	20228.25	0
United Kingdom	23344	JUMBO BAG 50'S CHRISTMAS	20224.68	0
United Kingdom	20713	JUMBO BAG OWLS	19923.94	0
United Kingdom	23243	SET OF TEA COFFEE SUGAR TINS PANTRY	19782.09	0
United Kingdom	22722	SET OF 6 SPICE TINS PANTRY DESIGN	19740	0
United Kingdom	20727	LUNCH BAG  BLACK SKULL.	19587.12	0
United Kingdom	84029E	RED WOOLLY HOTTIE WHITE HEART.	19473.78	0
United Kingdom	23202	JUMBO BAG VINTAGE LEAF	19189.24	0
United Kingdom	22138	BAKING SET 9 PIECE RETROSPOT	19188.61	0
United Kingdom	22697	GREEN REGENCY TEACUP AND SAUCER	19110.97	0
United Kingdom	21523	DOORMAT FANCY FONT HOME SWEET HOME	19108.85	0
United Kingdom	22501	PICNIC BASKET WICKER LARGE	18954.01	0
United Kingdom	22090	PAPER BUNTING RETROSPOT	18875.78	0
United Kingdom	22659	LUNCH BOX I LOVE LONDON	18532.31	0
United Kingdom	22961	JAM MAKING SET PRINTED	18215.57	0
United Kingdom	84946	ANTIQUE SILVER T-LIGHT GLASS	18185.88	0
United Kingdom	21479	WHITE SKULL HOT WATER BOTTLE	18177.04	0
United Kingdom	20728	LUNCH BAG CARS BLUE	18140.32	0
United Kingdom	21108	FAIRY CAKE FLANNEL ASSORTED COLOUR	17343.09	0
United Kingdom	20724	RED RETROSPOT CHARLOTTE BAG	17149.73	0
United Kingdom	71477	COLOUR GLASS. STAR T-LIGHT HOLDER	16843.25	0
United Kingdom	23206	LUNCH BAG APPLE DESIGN	16516.25	0
United Kingdom	21166	COOK WITH WINE METAL SIGN	16488.75	0
United Kingdom	15036	ASSORTED COLOURS SILK FAN	16465.85	0
United Kingdom	22693	GROW A FLYTRAP OR SUNFLOWER IN TIN	16323.51	0
United Kingdom	22139	RETROSPOT TEA SET CERAMIC 11 PC	16281.16	0
United Kingdom	20712	JUMBO BAG WOODLAND ANIMALS	16183.58	0
United Kingdom	22383	LUNCH BAG SUKI DESIGN	15848.13	0
United Kingdom	22197	SMALL POPCORN HOLDER	15824.4	0
United Kingdom	22728	ALARM CLOCK BAKELIKE PINK	15794.39	0
United Kingdom	22835	HOT WATER BOTTLE I AM SO POORLY	15747.63	0
United Kingdom	21754	HOME BUILDING BLOCK WORD	15700.17	0
United Kingdom	21928	JUMBO BAG SCANDINAVIAN BLUE PAISLEY	15689.85	0
United Kingdom	22969	HOMEMADE JAM SCENTED CANDLES	15474.53	0
United Kingdom	82583	HOT BATHS METAL SIGN	15391.82	0
United Kingdom	21212	PACK OF 72 RETROSPOT CAKE CASES	15326.4	0
United Kingdom	22865	HAND WARMER OWL DESIGN	15217.02	0
United Kingdom	84978	HANGING HEART JAR T-LIGHT HOLDER	14932.01	0
United Kingdom	22084	PAPER CHAIN KIT EMPIRE	14931.22	0
United Kingdom	23203	JUMBO BAG DOILEY PATTERNS	14776.51	0
United Kingdom	84078A	SET/4 WHITE RETRO STORAGE CUBES	14757.16	0
United Kingdom	22698	PINK REGENCY TEACUP AND SAUCER	14574.8	0
United Kingdom	22379	RECYCLING BAG RETROSPOT	14532.4	0
United Kingdom	20914	SET/5 RED RETROSPOT LID GLASS BOWLS	14374.31	0
United Kingdom	23301	GARDENERS KNEELING PAD KEEP CALM	14369.53	0
United Kingdom	84029G	KNITTED UNION FLAG HOT WATER BOTTLE	14346.27	0
United Kingdom	21485	RETROSPOT HEART HOT WATER BOTTLE	14179.59	0
United Kingdom	82483	WOOD 2 DRAWER CABINET WHITE FINISH	14112.18	0
United Kingdom	22385	JUMBO BAG SPACEBOY DESIGN	13985.09	0
United Kingdom	85152	HAND OVER THE CHOCOLATE   SIGN	13925.58	0
United Kingdom	22384	LUNCH BAG PINK POLKADOT	13899.35	0
United Kingdom	22993	SET OF 4 PANTRY JELLY MOULDS	13778.8	0
United Kingdom	15056BL	EDWARDIAN PARASOL BLACK	13770.14	0
United Kingdom	AMAZONFEE	AMAZON FEE	13761.09	0
United Kingdom	21843	RED RETROSPOT CAKE STAND	13705.35	0
United Kingdom	23313	VINTAGE CHRISTMAS BUNTING	13545.66	0
United Kingdom	22077	6 RIBBONS RUSTIC CHARM	13411.42	0
United Kingdom	22382	LUNCH BAG SPACEBOY DESIGN	13155.41	0
United Kingdom	20726	LUNCH BAG WOODLAND	12937.55	0
United Kingdom	21731	RED TOADSTOOL LED NIGHT LIGHT	12794.98	0
United Kingdom	22171	3 HOOK PHOTO SHELF ANTIQUE WHITE	12787.68	0
United Kingdom	22866	HAND WARMER SCOTTY DOG DESIGN	12596.32	0
United Kingdom	22507	MEMO BOARD RETROSPOT  DESIGN	12593.33	0
United Kingdom	20971	PINK BLUE FELT CRAFT TRINKET BOX	12510.55	0
United Kingdom	22499	WOODEN UNION JACK BUNTING	12508.12	0
United Kingdom	48184	DOORMAT ENGLISH ROSE	12486.46	0
United Kingdom	22467	GUMBALL COAT RACK	12439.21	0
United Kingdom	22083	PAPER CHAIN KIT RETROSPOT	12421.37	0
United Kingdom	21930	JUMBO STORAGE BAG SKULLS	12347	0
United Kingdom	20719	WOODLAND CHARLOTTE BAG	12330.15	0
United Kingdom	23200	JUMBO BAG PEARS	12279.52	0
United Kingdom	22624	IVORY KITCHEN SCALES	12232.97	0
United Kingdom	22622	BOX OF VINTAGE ALPHABET BLOCKS	12180.62	0
United Kingdom	21232	STRAWBERRY CERAMIC TRINKET BOX	12164.65	0
United Kingdom	47566B	TEA TIME PARTY BUNTING	12144.17	0
United Kingdom	84077	WORLD WAR 2 GLIDERS ASSTD DESIGNS	11944.63	0
United Kingdom	22867	HAND WARMER BIRD DESIGN	11896.21	0
United Kingdom	23356	LOVE HOT WATER BOTTLE	11849.45	0
United Kingdom	22427	ENAMEL FLOWER JUG CREAM	11808.56	0
United Kingdom	22607	WOODEN ROUNDERS GARDEN SET	11785.1	0
United Kingdom	22149	FELTCRAFT 6 FLOWER FRIENDS	11712.48	0
United Kingdom	21755	LOVE BUILDING BLOCK WORD	11679.77	0
United Kingdom	22752	SET 7 BABUSHKA NESTING BOXES	11675.82	0
United Kingdom	82486	WOOD S/3 CABINET ANT WHITE FINISH	11553.48	0
United Kingdom	23343	JUMBO BAG VINTAGE CHRISTMAS	11503.88	0
United Kingdom	22568	FELTCRAFT CUSHION OWL	11483.8	0
United Kingdom	48188	DOORMAT WELCOME PUPPIES	11346.97	0
United Kingdom	22941	CHRISTMAS LIGHTS 10 REINDEER	11336.99	0
United Kingdom	22424	ENAMEL BREAD BIN CREAM	11336.5	0
United Kingdom	22087	PAPER BUNTING WHITE LACE	11214.28	0
United Kingdom	22188	BLACK HEART CARD HOLDER	11212.09	0
United Kingdom	22113	GREY HEART HOT WATER BOTTLE	11123.12	0
United Kingdom	B	Adjust bad debt	11062.06	0
United Kingdom	23207	LUNCH BAG ALPHABET DESIGN	11051.1	0
United Kingdom	22041	"RECORD FRAME 7"" SINGLE SIZE"	11026.92	0
United Kingdom	22502	PICNIC BASKET WICKER SMALL	10979.22	0
United Kingdom	23300	GARDENERS KNEELING PAD CUP OF TEA	10799.12	0
United Kingdom	21524	DOORMAT SPOTTY HOME SWEET HOME	10780.88	0
United Kingdom	23077	DOUGHNUT LIP GLOSS	10761.09	0
United Kingdom	21790	VINTAGE SNAP CARDS	10736.47	0
United Kingdom	20723	STRAWBERRY CHARLOTTE BAG	10694.18	0
United Kingdom	22629	SPACEBOY LUNCH BOX	10659.1	0
United Kingdom	22191	IVORY DINER WALL CLOCK	10635.69	0
United Kingdom	22570	FELTCRAFT CUSHION RABBIT	10578.66	0
United Kingdom	22273	FELTCRAFT DOLL MOLLY	10572	0
United Kingdom	22158	3 HEARTS HANGING DECORATION RUSTIC	10490.44	0
United Kingdom	20711	JUMBO BAG TOYS	10359.17	0
United Kingdom	21430	SET/3 RED GINGHAM ROSE STORAGE BOX	10350.9	0
United Kingdom	23328	SET 6 SCHOOL MILK BOTTLES IN CRATE	10285.48	0
United Kingdom	22988	SOLDIERS EGG CUP	10206.69	0
United Kingdom	21340	CLASSIC METAL BIRDCAGE PLANT HOLDER	10195.11	0
United Kingdom	48173C	DOORMAT BLACK FLOCK	10056.92	0
United Kingdom	22847	BREAD BIN DINER STYLE IVORY	10027	0
United Kingdom	22692	DOORMAT WELCOME TO OUR HOME	9888.99	0
United Kingdom	21977	PACK OF 60 PINK PAISLEY CAKE CASES	9863.59	0
United Kingdom	47590B	PINK HAPPY BIRTHDAY BUNTING	9859.96	0
United Kingdom	84755	COLOUR GLASS T-LIGHT HOLDER HANGING	9789.29	0
United Kingdom	82600	NO SINGING METAL SIGN	9745.86	0
United Kingdom	22605	WOODEN CROQUET GARDEN SET	9698.17	0
United Kingdom	20749	ASSORTED COLOUR MINI CASES	9676.74	0
United Kingdom	22730	ALARM CLOCK BAKELIKE IVORY	9658.09	0
United Kingdom	23174	REGENCY SUGAR BOWL GREEN	9630.28	0
United Kingdom	23581	JUMBO BAG PAISLEY PARK	9557.58	0
United Kingdom	22193	RED DINER WALL CLOCK	9544.26	0
United Kingdom	84947	ANTIQUE SILVER TEA GLASS ENGRAVED	9538.24	0
United Kingdom	22569	FELTCRAFT CUSHION BUTTERFLY	9499.25	0
United Kingdom	22625	RED KITCHEN SCALES	9457.02	0
United Kingdom	22558	CLOTHES PEGS RETROSPOT PACK 24	9410.5	0
United Kingdom	22970	LONDON BUS COFFEE MUG	9395.67	0
United Kingdom	22356	CHARLOTTE BAG PINK POLKADOT	9275.04	0
United Kingdom	22791	T-LIGHT GLASS FLUTED ANTIQUE	9194.84	0
United Kingdom	84997B	CHILDRENS CUTLERY RETROSPOT RED	9176	0
United Kingdom	22169	FAMILY ALBUM WHITE PICTURE FRAME	9155.91	0
United Kingdom	22776	SWEETHEART CAKESTAND 3 TIER	9122.6	0
United Kingdom	21314	SMALL GLASS HEART TRINKET POT	9114.72	0
United Kingdom	23108	SET OF 10 LED DOLLY LIGHTS	9113.69	0
United Kingdom	22492	MINI PAINT SET VINTAGE	9071.85	0
United Kingdom	22633	HAND WARMER UNION JACK	9062.34	0
United Kingdom	22690	DOORMAT HOME SWEET HOME BLUE	9040.7	0
United Kingdom	22456	NATURAL SLATE CHALKBOARD LARGE	9038.59	0
United Kingdom	85048	15CM CHRISTMAS GLASS BALL 20 LIGHTS	9022.9	0
United Kingdom	23208	LUNCH BAG VINTAGE LEAF DESIGN	8935.83	0
United Kingdom	POST	POSTAGE	8901.65	0
United Kingdom	22844	VINTAGE CREAM DOG FOOD CONTAINER	8857.74	0
United Kingdom	22766	PHOTO FRAME CORNICE	8823.16	0
United Kingdom	22734	SET OF 6 RIBBONS VINTAGE CHRISTMAS	8820.51	0
United Kingdom	22630	DOLLY GIRL LUNCH BOX	8690.58	0
United Kingdom	21891	TRADITIONAL WOODEN SKIPPING ROPE	8677.62	0
United Kingdom	85150	LADIES & GENTLEMEN METAL SIGN	8645.61	0
United Kingdom	48116	DOORMAT MULTICOLOUR STRIPE	8608.75	0
United Kingdom	22771	CLEAR DRAWER KNOB ACRYLIC EDWARDIAN	8592.59	0
United Kingdom	21791	VINTAGE HEADS AND TAILS CARD GAME	8565.13	0
United Kingdom	21174	POTTERING IN THE SHED METAL SIGN	8531.6	0
United Kingdom	47590A	BLUE HAPPY BIRTHDAY BUNTING	8506.42	0
United Kingdom	23170	REGENCY TEA PLATE ROSES	8487.57	0
United Kingdom	22617	BAKING SET SPACEBOY DESIGN	8479.7	0
United Kingdom	84997D	CHILDRENS CUTLERY POLKADOT PINK	8456.84	0
United Kingdom	23209	LUNCH BAG DOILEY PATTERN	8409.74	0
United Kingdom	21155	RED RETROSPOT PEG BAG	8387.18	0
United Kingdom	21080	SET/20 RED RETROSPOT PAPER NAPKINS	8380.6	0
United Kingdom	23171	REGENCY TEA PLATE GREEN	8373.23	0
United Kingdom	23209	LUNCH BAG VINTAGE DOILY	8369.33	0
United Kingdom	21936	RED RETROSPOT PICNIC BAG	8341.82	0
United Kingdom	23322	LARGE WHITE HEART OF WICKER	8295.91	0
United Kingdom	22144	CHRISTMAS CRAFT LITTLE FRIENDS	8263.01	0
United Kingdom	22621	TRADITIONAL KNITTING NANCY	8240.62	0
United Kingdom	82582	AREA PATROLLED METAL SIGN	8161.32	0
United Kingdom	20972	PINK CREAM FELT CRAFT TRINKET BOX	8086.69	0
United Kingdom	22147	FELTCRAFT BUTTERFLY HEARTS	8002.39	0
United Kingdom	22729	ALARM CLOCK BAKELIKE ORANGE	7989.54	0
United Kingdom	23321	SMALL WHITE HEART OF WICKER	7956.84	0
United Kingdom	71459	HANGING JAM JAR T-LIGHT HOLDER	7909.84	0
United Kingdom	71053	WHITE METAL LANTERN	7824.02	0
United Kingdom	35970	ZINC FOLKART SLEIGH BELLS	7784.47	0
United Kingdom	22654	DELUXE SEWING KIT	7753.62	0
United Kingdom	84945	MULTI COLOUR SILVER T-LIGHT HOLDER	7752.75	0
United Kingdom	22947	WOODEN ADVENT CALENDAR RED	7729.64	0
United Kingdom	23175	REGENCY MILK JUG PINK	7693.84	0
United Kingdom	22978	PANTRY ROLLING PIN	7657.8	0
United Kingdom	22655	VINTAGE RED KITCHEN CABINET	7625	0
United Kingdom	23319	BOX OF 6 MINI 50'S CRACKERS	7575.73	0
United Kingdom	22768	FAMILY PHOTO FRAME CORNICE	7515.4	0
United Kingdom	23439	HAND WARMER RED LOVE HEART	7500.37	0
United Kingdom	22759	SET OF 3 NOTEBOOKS IN PARCEL	7483.34	0
United Kingdom	22952	60 CAKE CASES VINTAGE CHRISTMAS	7476.56	0
United Kingdom	22900	 SET 2 TEA TOWELS I LOVE LONDON	7467.9	0
United Kingdom	72741	GRAND CHOCOLATECANDLE	7462.52	0
United Kingdom	85014B	RED RETROSPOT UMBRELLA	7438.53	0
United Kingdom	22561	WOODEN SCHOOL COLOURING SET	7434.9	0
United Kingdom	22616	PACK OF 12 LONDON TISSUES	7432.43	0
United Kingdom	21484	CHICK GREY HOT WATER BOTTLE	7394.13	0
United Kingdom	22992	REVOLVER WOODEN RULER	7369.07	0
United Kingdom	22560	TRADITIONAL MODELLING CLAY	7347.16	0
United Kingdom	48111	DOORMAT 3 SMILEY CATS	7331.15	0
United Kingdom	20679	EDWARDIAN PARASOL RED	7328.04	0
United Kingdom	21481	FAWN BLUE HOT WATER BOTTLE	7311.61	0
United Kingdom	21217	RED RETROSPOT ROUND CAKE TINS	7311.45	0
United Kingdom	21216	"SET 3 RETROSPOT TEA,COFFEE,SUGAR"	7279.6	0
United Kingdom	23076	ICE CREAM SUNDAE LIP GLOSS	7277.28	0
United Kingdom	23078	ICE CREAM PEN LIP GLOSS	7266.6	0
United Kingdom	21955	DOORMAT UNION JACK GUNS AND ROSES	7258.3	0
United Kingdom	23318	BOX OF 6 MINI VINTAGE CRACKERS	7253.67	0
United Kingdom	22632	HAND WARMER RED RETROSPOT	7243.76	0
United Kingdom	84970S	HANGING HEART ZINC T-LIGHT HOLDER	7233.2	0
United Kingdom	22846	BREAD BIN DINER STYLE RED	7132.8	0
United Kingdom	22662	LUNCH BAG DOLLY GIRL DESIGN	7124.88	0
United Kingdom	22487	WHITE WOOD GARDEN PLANT LADDER	7075.02	0
United Kingdom	21213	PACK OF 72 SKULL CAKE CASES	7026.83	0
United Kingdom	84949	SILVER HANGING T-LIGHT HOLDER	7000.49	0
United Kingdom	84991	60 TEATIME FAIRY CAKE CASES	6973.57	0
United Kingdom	21136	PAINTED METAL PEARS ASSORTED	6968.8	0
United Kingdom	22381	TOY TIDY PINK POLKADOT	6938.21	0
United Kingdom	22749	FELTCRAFT PRINCESS CHARLOTTE DOLL	6931.32	0
United Kingdom	21914	BLUE HARMONICA IN BOX	6909.7	0
United Kingdom	84375	SET OF 20 KIDS COOKIE CUTTERS	6867.35	0
United Kingdom	21889	WOODEN BOX OF DOMINOES	6864.64	0
United Kingdom	23082	SET 6 PAPER TABLE LANTERN HEARTS	6839.56	0
United Kingdom	84997C	CHILDRENS CUTLERY POLKADOT BLUE	6815.09	0
United Kingdom	75049L	LARGE CIRCULAR MIRROR MOBILE	6810.48	0
United Kingdom	22966	GINGERBREAD MAN COOKIE CUTTER	6781.1	0
United Kingdom	22619	SET OF 6 SOLDIER SKITTLES	6772.55	0
United Kingdom	21231	SWEETHEART CERAMIC TRINKET BOX	6745.69	0
United Kingdom	22652	TRAVEL SEWING KIT	6739.72	0
United Kingdom	84836	ZINC METAL HEART DECORATION	6724.35	0
United Kingdom	22173	METAL 4 HOOK HANGER FRENCH CHATEAU	6717.14	0
United Kingdom	22328	ROUND SNACK BOXES SET OF 4 FRUITS	6688.92	0
United Kingdom	20969	RED FLORAL FELTCRAFT SHOULDER BAG	6684.77	0
United Kingdom	21258	VICTORIAN SEWING BOX LARGE	6671.72	0
United Kingdom	23493	VINTAGE DOILY TRAVEL SEWING KIT	6604.93	0
United Kingdom	22834	HAND WARMER BABUSHKA DESIGN	6584.63	0
United Kingdom	21922	UNION STRIPE WITH FRINGE  HAMMOCK	6584.42	0
United Kingdom	84378	SET OF 3 HEART COOKIE CUTTERS	6584.3	0
United Kingdom	22767	TRIPLE PHOTO FRAME CORNICE	6546.7	0
United Kingdom	23215	JINGLE BELL HEART ANTIQUE SILVER	6493.74	0
United Kingdom	84946	ANTIQUE SILVER TEA GLASS ETCHED	6448.01	0
United Kingdom	22170	PICTURE FRAME WOOD TRIPLE PORTRAIT	6443.72	0
United Kingdom	21326	AGED GLASS SILVER T-LIGHT HOLDER	6418.12	0
United Kingdom	23134	LARGE ZINC HEART WALL ORGANISER	6414.61	0
United Kingdom	22485	SET OF 2 WOODEN MARKET CRATES	6392.05	0
United Kingdom	20750	RED RETROSPOT MINI CASES	6352.57	0
United Kingdom	22943	CHRISTMAS LIGHTS 10 VINTAGE BAUBLES	6295.01	0
United Kingdom	22795	SWEETHEART RECIPE BOOK STAND	6251.71	0
United Kingdom	22725	ALARM CLOCK BAKELIKE CHOCOLATE	6226.29	0
United Kingdom	23541	WALL ART CLASSIC PUDDINGS	6214.41	0
United Kingdom	22508	DOORSTOP RETROSPOT HEART	6203.58	0
United Kingdom	21259	VICTORIAN SEWING BOX SMALL	6199.79	0
United Kingdom	84380	SET OF 3 BUTTERFLY COOKIE CUTTERS	6141.18	0
